customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,qty,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchased_product_price_usd
41,49,22538.0,Home & Kitchen,838.76,2021-08-09,13,San Jose,Cash,26,620.68,150,25,785.91,Ann Baker,F,1994,0,503,708,2021-08-06,838.76
42,52,121613.0,Health & Beauty,649.02,2022-09-10,21,Dallas,Cash,9,590.61,300,17,587.1,Cynthia Baker,F,2004,0,539,386,2022-09-06,649.02
43,39,107301.0,Clothing,407.66,2022-07-05,13,San Jose,Credit Card,2,399.51,479,50,330.45,Lisa Hester,F,1994,1,953,576,2022-07-04,407.66
44,19,43301.0,Groceries,813.69,2022-08-03,19,Philadelphia,Credit Card,0,813.69,575,25,877.9,Meagan Copeland,F,2021,0,157,721,2022-08-03,813.69
45,31,119115.0,Electronics,45.04,2021-02-22,98,New York,Debit Card,0,45.04,591,37,39.36,David Lyons,M,2023,1,475,245,2021-02-20,45.04
46,41,103601.0,Groceries,305.68,2022-04-11,26,San Jose,Cash,8,281.23,172,25,360.89,Taylor Arroyo,F,1999,0,386,496,2022-04-09,305.68
47,41,135906.0,Home & Kitchen,939.19,2020-07-19,90,New York,Debit Card,8,864.05,895,75,1067.53,Samantha Watts,F,1999,1,370,53,2020-07-15,939.19
48,27,133836.0,Health & Beauty,570.44,2021-05-04,42,San Diego,Mobile Payment,15,484.87,873,34,465.59,Sarah Silva,F,1996,0,93,380,2021-05-04,570.44
49,41,76397.0,Home & Kitchen,744.69,2023-02-25,36,Phoenix,Mobile Payment,20,595.75,369,12,692.25,Tabitha Parker,F,2011,1,656,155,2023-02-23,744.69
50,36,89093.0,Home & Kitchen,85.39,2022-09-01,98,San Jose,Debit Card,0,85.39,786,77,83.08,Bruce Jenkins,M,1999,0,198,149,2022-09-01,85.39
51,64,22119.0,Groceries,25.61,2021-08-22,73,Dallas,Online Transfer,0,25.61,498,37,21.89,Diana Olsen,F,2011,0,215,130,2021-08-21,25.61
52,55,27462.0,Home & Kitchen,316.37,2021-09-20,50,Dallas,Mobile Payment,14,272.08,879,42,374.21,Tina Pratt,F,1998,0,100,197,2021-09-17,316.37
53,26,28722.0,Groceries,202.79,2023-02-13,29,San Antonio,Cash,0,202.79,779,45,182.19,Christine Hanson,F,2008,1,924,896,2023-02-09,202.79
54,68,32880.0,Clothing,957.63,2023-05-12,53,Dallas,Credit Card,7,890.6,860,21,914.72,Patricia Hunter,F,2016,1,894,818,2023-05-08,957.63
55,43,85543.0,Groceries,532.07,2020-07-26,75,Houston,Online Transfer,0,532.07,568,29,509.8,Melissa Henry,F,2000,0,372,421,2020-07-25,532.07
56,55,86368.0,Health & Beauty,922.24,2021-10-17,23,San Jose,Credit Card,0,922.24,530,29,771.39,Ronald Webb,M,2010,0,697,805,2021-10-13,922.24
57,55,114623.0,Books,543.13,2023-04-27,66,New York,Online Transfer,28,391.05,254,27,478.67,Michael Warren,M,2023,1,492,330,2023-04-25,543.13
58,62,95754.0,Clothing,339.66,2022-05-30,66,Philadelphia,Credit Card,26,251.35,375,62,293.87,Mark Thompson,M,2023,0,138,951,2022-05-29,339.66
59,30,82209.0,Books,957.58,2023-01-24,9,New York,Debit Card,0,957.58,937,19,1049.33,Dean Hardy,M,2009,0,400,384,2023-01-21,957.58
60,21,75272.0,Health & Beauty,386.44,2022-09-11,95,Houston,Cash,19,313.02,631,0,314.79,Barbara Hardy,F,1997,1,339,712,2022-09-07,386.44
61,22,42121.0,Home & Kitchen,47.58,2021-04-24,34,San Jose,Mobile Payment,0,47.58,950,96,55.92,Bill Gonzalez,M,2009,0,418,480,2021-04-21,47.58
62,24,29694.0,Health & Beauty,105.11,2023-06-18,99,Houston,Debit Card,24,79.88,546,25,113.51,Nicole Carlson,F,2003,0,736,222,2023-06-14,105.11
63,24,54113.0,Home & Kitchen,496.97,2022-11-25,98,San Diego,Debit Card,0,496.97,981,74,482.28,Jason Martinez,M,2023,0,184,285,2022-11-21,496.97
64,19,42503.0,Clothing,325.71,2020-11-06,85,San Antonio,Online Transfer,25,244.28,517,66,377.58,Elizabeth White,F,2006,1,208,349,2020-11-03,325.71
65,25,121150.0,Clothing,207.11,2022-10-18,55,New York,Credit Card,18,169.83,82,39,213.75,Aaron Harrison,M,2017,1,842,660,2022-10-17,207.11
66,26,67974.0,Home & Kitchen,212.55,2022-04-24,99,San Jose,Online Transfer,0,212.55,268,72,235.2,Javier Wang,M,2003,1,469,649,2022-04-21,212.55
67,52,144229.0,Home & Kitchen,236.61,2023-02-15,11,Philadelphia,Cash,0,236.61,708,72,195.29,Mark Quinn,M,2001,1,89,450,2023-02-14,236.61
68,63,106288.0,Clothing,769.67,2023-01-25,43,Phoenix,Debit Card,0,769.67,848,7,885.43,Lynn Potter,F,2013,0,347,438,2023-01-21,769.67
69,63,122446.0,Home & Kitchen,617.32,2022-05-21,74,Houston,Credit Card,15,524.72,207,46,723.78,Donald Olson,M,2018,1,527,625,2022-05-20,617.32
70,63,102634.0,Clothing,505.18,2021-03-25,53,New York,Cash,0,505.18,470,69,470.65,Harold Durham,M,2007,0,936,414,2021-03-24,505.18
71,62,46787.0,Groceries,595.05,2021-04-01,90,San Antonio,Debit Card,17,493.89,623,57,546.16,Matthew Wilson,M,2004,0,788,457,2021-04-01,595.05
72,45,146761.0,Electronics,409.46,2022-12-06,18,San Diego,Debit Card,24,311.19,519,43,332.72,April Bolton,F,2014,1,431,474,2022-12-02,409.46
73,64,135087.0,Home & Kitchen,876.67,2023-03-25,15,New York,Online Transfer,0,876.67,393,48,863.34,Peter Beard,M,2018,1,126,263,2023-03-24,876.67
74,53,111350.0,Home & Kitchen,560.49,2023-04-23,96,San Diego,Cash,5,532.47,138,59,497.51,Amy Garrison,F,2015,1,220,731,2023-04-19,560.49
75,51,145985.0,Groceries,52.51,2020-07-25,42,Dallas,Mobile Payment,0,52.51,623,89,54.83,Whitney Miller,F,2023,1,49,723,2020-07-23,52.51
76,61,76754.0,Health & Beauty,546.16,2021-05-28,63,San Antonio,Credit Card,9,497.01,792,9,450.21,Ashley Bell,F,1999,1,542,281,2021-05-27,546.16
77,35,20675.0,Groceries,554.99,2022-11-14,63,Dallas,Online Transfer,0,554.99,418,73,463.54,Jesus Hill,M,2010,1,877,42,2022-11-11,554.99
78,25,110056.0,Health & Beauty,682.99,2022-07-24,69,Chicago,Online Transfer,26,505.41,581,84,641.27,Nathaniel Arnold,M,2012,0,794,75,2022-07-21,682.99
79,54,81875.0,Electronics,99.86,2021-07-08,14,Dallas,Cash,0,99.86,995,80,101.97,Dana Mclean,X,1998,1,42,978,2021-07-07,99.86
80,70,65613.0,Groceries,219.8,2020-12-01,40,Los Angeles,Mobile Payment,29,156.06,298,65,199.09,Dean Wilson,M,2007,0,659,922,2020-12-01,219.8
81,24,84331.0,Groceries,573.82,2021-12-30,98,Houston,Mobile Payment,0,573.82,313,85,620.8,Sarah Barnes,F,1996,0,588,248,2021-12-29,573.82
82,52,103663.0,Health & Beauty,571.65,2020-09-05,60,New York,Credit Card,0,571.65,865,51,617.2,Ellen Reid,X,1993,0,189,431,2020-09-02,571.65
83,65,57493.0,Clothing,302.48,2021-04-26,72,San Antonio,Debit Card,0,302.48,555,36,244.64,Teresa Baxter,F,2018,0,229,892,2021-04-23,302.48
84,18,47782.0,Clothing,903.17,2020-10-29,42,San Antonio,Mobile Payment,0,903.17,791,49,861.02,Carolyn Williams,F,2014,0,555,606,2020-10-25,903.17
85,29,148139.0,Home & Kitchen,500.75,2021-10-06,19,New York,Online Transfer,19,405.61,853,85,586.55,Cynthia Gomez,F,1995,0,625,17,2021-10-04,500.75
86,48,23022.0,Clothing,792.0,2022-07-15,72,San Jose,Online Transfer,0,792.0,76,12,677.15,Amy Patterson,F,2016,1,282,175,2022-07-11,792.0
87,51,85448.0,Groceries,984.48,2021-03-06,30,Phoenix,Credit Card,0,984.48,692,5,988.88,James Hughes,M,2016,0,321,233,2021-03-04,984.48
88,39,51172.0,Books,59.34,2022-02-07,68,Los Angeles,Online Transfer,30,41.54,285,85,63.42,Robin Luna,F,2014,0,711,575,2022-02-04,59.34
89,39,81394.0,Clothing,352.95,2022-01-31,59,San Jose,Online Transfer,0,352.95,401,70,366.58,Matthew Lynch,M,2000,0,932,312,2022-01-28,352.95
90,19,43803.0,Electronics,980.85,2021-11-12,39,Phoenix,Cash,20,784.68,594,71,1036.07,Christopher Gibson,M,2005,1,755,828,2021-11-10,980.85
91,51,103453.0,Electronics,718.37,2021-12-03,56,Los Angeles,Credit Card,0,718.37,71,90,846.37,Joseph Miller,M,2022,0,444,390,2021-12-03,718.37
92,36,91456.0,Home & Kitchen,543.36,2022-01-24,98,Chicago,Online Transfer,12,478.16,608,82,547.72,Matthew Lopez,M,1996,0,291,616,2022-01-23,543.36
93,56,115206.0,Books,738.13,2023-04-23,82,New York,Online Transfer,0,738.13,981,19,764.71,John Gray,M,2013,0,442,368,2023-04-21,738.13
94,27,78271.0,Health & Beauty,85.85,2021-07-27,67,New York,Credit Card,0,85.85,680,69,89.71,Aaron Ortiz,M,1996,1,824,391,2021-07-23,85.85
95,52,128135.0,Home & Kitchen,774.66,2021-05-18,98,Dallas,Cash,0,774.66,877,10,903.16,Daniel Spence,M,1993,0,968,491,2021-05-14,774.66
96,32,81000.0,Books,428.53,2021-10-25,30,San Jose,Debit Card,0,428.53,173,74,450.56,Joseph Ponce,M,2001,1,85,252,2021-10-22,428.53
97,34,123251.0,Electronics,644.13,2022-11-24,22,Los Angeles,Debit Card,22,502.42,78,10,560.68,Jeremy Baker,M,2002,1,78,378,2022-11-22,644.13
98,67,109270.0,Home & Kitchen,254.21,2023-02-28,81,Dallas,Mobile Payment,0,254.21,809,44,260.75,Connie Rich,F,1998,1,459,761,2023-02-25,254.21
99,47,85131.0,Health & Beauty,746.09,2021-05-21,88,Houston,Debit Card,0,746.09,338,67,789.66,Andrew Castro,M,2010,1,106,363,2021-05-20,746.09
100,18,147096.0,Home & Kitchen,976.74,2021-09-06,14,Los Angeles,Credit Card,7,908.37,677,30,1037.79,Kathryn Hampton,F,2015,0,219,617,2021-09-02,976.74
101,69,32367.0,Books,575.54,2021-03-05,40,San Jose,Credit Card,9,523.74,896,31,575.21,Laura Meadows,F,2001,1,732,144,2021-03-03,575.54
102,65,146945.0,Books,258.05,2020-08-06,65,Los Angeles,Online Transfer,24,196.12,170,48,277.49,Jeffrey Yates,M,2014,1,776,851,2020-08-03,258.05
103,52,136797.0,Electronics,25.17,2020-12-05,60,Dallas,Mobile Payment,23,19.38,892,72,29.03,Sherry Nelson,F,2013,0,127,497,2020-12-03,25.17
104,21,56554.0,Groceries,244.41,2023-01-19,5,Phoenix,Credit Card,0,244.41,395,32,203.11,Maria Jenkins,F,2003,0,980,10,2023-01-17,244.41
105,61,26845.0,Groceries,674.56,2021-01-22,95,San Antonio,Credit Card,11,600.36,282,22,663.31,Kevin Roman,M,2005,0,278,531,2021-01-18,674.56
106,19,26835.0,Health & Beauty,447.91,2022-11-08,50,San Diego,Cash,18,367.29,282,75,372.51,Glenn Ross,M,2002,1,607,488,2022-11-05,447.91
107,47,125493.0,Electronics,831.11,2020-12-24,51,Los Angeles,Cash,0,831.11,963,82,744.01,Gail Miller,F,2011,1,266,19,2020-12-21,831.11
108,62,99375.0,Groceries,662.36,2020-12-13,28,Phoenix,Online Transfer,25,496.77,602,62,631.06,Sharon Thomas,F,2020,1,585,394,2020-12-11,662.36
109,49,87041.0,Electronics,889.54,2021-01-03,90,San Antonio,Cash,0,889.54,725,41,767.74,Mr. Cameron Kim,M,2004,1,62,199,2021-01-03,889.54
110,55,122595.0,Groceries,961.75,2023-02-06,47,Phoenix,Online Transfer,17,798.25,177,4,1087.78,Lisa Jones,F,2012,0,506,537,2023-02-05,961.75
111,53,33602.0,Home & Kitchen,468.66,2020-10-31,51,Phoenix,Debit Card,0,468.66,987,13,420.75,William Boyd,M,2009,0,844,28,2020-10-30,468.66
112,53,46786.0,Home & Kitchen,795.89,2021-02-06,45,Phoenix,Cash,0,795.89,828,9,716.34,Donna Little,F,1998,0,144,23,2021-02-02,795.89
113,28,24266.0,Health & Beauty,879.68,2020-10-07,29,San Jose,Online Transfer,7,818.1,723,90,916.44,Erin Hunter,F,2001,0,87,962,2020-10-03,879.68
114,52,80498.0,Clothing,801.16,2022-04-28,37,Dallas,Credit Card,1,793.15,522,2,773.15,Stephanie Terry,F,2011,0,216,150,2022-04-26,801.16
115,23,66264.0,Home & Kitchen,236.1,2022-10-25,3,San Diego,Mobile Payment,0,236.1,782,61,280.91,James Ford,M,2012,0,880,111,2022-10-23,236.1
116,53,104502.0,Clothing,159.53,2022-10-07,7,Phoenix,Debit Card,23,122.84,735,82,172.45,Danny Harris,M,1994,0,162,546,2022-10-03,159.53
117,41,34740.0,Books,919.83,2022-06-25,71,San Diego,Credit Card,4,883.04,317,5,751.81,Candace Preston,F,2006,1,38,384,2022-06-24,919.83
118,20,130475.0,Health & Beauty,594.45,2021-11-06,85,Houston,Cash,0,594.45,600,3,476.46,Mrs. Lynn Henderson,F,2017,0,301,69,2021-11-02,594.45
119,62,132221.0,Books,299.65,2021-05-19,65,San Diego,Online Transfer,20,239.72,802,65,310.67,Penny Meyer,F,1998,1,147,476,2021-05-17,299.65
120,68,81824.0,Groceries,748.89,2021-12-20,31,Dallas,Credit Card,22,584.13,963,78,710.0,Paul Clarke,M,2000,0,191,581,2021-12-16,748.89
121,37,115661.0,Electronics,964.95,2022-08-08,69,Los Angeles,Credit Card,3,936.0,607,26,1073.71,Brandon Brown,M,1991,1,116,378,2022-08-07,964.95
122,21,124380.0,Groceries,169.05,2020-08-11,52,San Jose,Online Transfer,3,163.98,325,43,172.61,Gloria Mason,F,2000,1,696,620,2020-08-07,169.05
123,49,147532.0,Books,390.37,2021-10-06,46,Dallas,Cash,0,390.37,803,26,456.63,Robert Stewart,M,2022,1,230,692,2021-10-04,390.37
124,61,32258.0,Books,178.61,2021-08-17,99,Dallas,Credit Card,0,178.61,378,32,208.03,Zachary Lee,M,1992,0,931,499,2021-08-15,178.61
125,33,109905.0,Health & Beauty,734.9,2021-09-18,98,Chicago,Mobile Payment,20,587.92,238,11,709.65,Erika Brooks,F,1996,0,6,969,2021-09-14,734.9
126,43,63820.0,Clothing,531.21,2022-01-28,34,San Antonio,Cash,30,371.85,136,5,480.54,Edward Howard,M,2001,0,186,841,2022-01-26,531.21
127,40,148239.0,Electronics,23.52,2020-12-07,30,Chicago,Debit Card,12,20.7,55,0,25.84,Lauren Suarez,F,2008,0,103,286,2020-12-06,23.52
128,28,45084.0,Clothing,892.57,2023-01-27,11,Phoenix,Credit Card,24,678.35,683,37,1039.42,Michele Valdez,F,1999,0,63,799,2023-01-25,892.57
129,20,108941.0,Health & Beauty,760.73,2021-02-20,39,San Antonio,Credit Card,21,600.98,516,90,639.58,Sean Collins,M,1997,0,586,104,2021-02-18,760.73
130,61,104986.0,Groceries,758.94,2022-01-21,9,Phoenix,Credit Card,0,758.94,510,72,860.82,Tiffany Brown,X,2012,0,523,429,2022-01-18,758.94
131,45,58961.0,Home & Kitchen,700.07,2021-07-12,75,Philadelphia,Mobile Payment,27,511.05,151,87,597.93,Kathleen Brady,F,2010,1,286,917,2021-07-10,700.07
132,21,149175.0,Groceries,517.82,2021-11-01,70,Phoenix,Mobile Payment,14,445.33,431,35,467.11,Kenneth Murphy,X,2013,1,248,21,2021-11-01,517.82
133,25,91032.0,Groceries,201.4,2021-04-22,26,Phoenix,Mobile Payment,14,173.2,69,45,167.95,Michael Rodriguez,M,2003,1,193,429,2021-04-18,201.4
134,59,99099.0,Groceries,913.76,2021-03-19,95,San Diego,Debit Card,3,886.35,995,59,812.87,Paul Castaneda,M,2023,1,535,957,2021-03-16,913.76
135,50,65127.0,Electronics,356.24,2021-05-12,88,Dallas,Credit Card,12,313.49,542,68,391.83,Anita Green,F,2002,0,361,72,2021-05-08,356.24
136,67,121999.0,Home & Kitchen,81.12,2022-02-26,72,Philadelphia,Cash,0,81.12,146,53,73.37,Erica Hill,F,2004,0,423,309,2022-02-25,81.12
137,59,95463.0,Groceries,204.81,2023-01-18,63,Dallas,Credit Card,4,196.62,82,86,178.93,Sydney Golden,F,2010,1,179,839,2023-01-16,204.81
138,23,61518.0,Clothing,60.93,2023-02-11,1,Los Angeles,Cash,0,60.93,325,5,71.7,Kimberly Fields,F,1998,0,584,687,2023-02-09,60.93
139,67,127242.0,Groceries,894.68,2021-01-17,68,Phoenix,Online Transfer,0,894.68,195,40,968.2,Lauren Copeland,F,2010,1,929,422,2021-01-14,894.68
140,33,54114.0,Health & Beauty,622.74,2021-03-15,72,Chicago,Mobile Payment,0,622.74,707,68,702.47,Laurie Cook,F,2022,1,485,854,2021-03-12,622.74
141,27,130559.0,Clothing,371.51,2022-04-10,83,Phoenix,Credit Card,30,260.06,137,5,347.94,Scott Clark,M,1995,0,44,820,2022-04-09,371.51
142,63,20890.0,Clothing,414.76,2023-03-20,60,Dallas,Online Transfer,0,414.76,659,90,469.6,Jill Knight,F,2013,1,749,724,2023-03-16,414.76
143,39,133567.0,Books,773.33,2020-11-11,44,San Jose,Cash,0,773.33,628,22,820.2,Leslie Kirk,F,2012,0,548,784,2020-11-10,773.33
144,42,107813.0,Health & Beauty,823.12,2023-06-28,92,Chicago,Cash,0,823.12,962,40,781.71,Brandon Gonzalez,M,2005,0,315,833,2023-06-24,823.12
145,28,140526.0,Electronics,464.14,2020-07-25,16,Chicago,Debit Card,14,399.16,295,51,442.21,Joseph Hendricks,M,1993,1,232,154,2020-07-21,464.14
146,69,146555.0,Groceries,167.63,2022-12-11,16,Phoenix,Online Transfer,25,125.72,297,66,169.8,Jessica Lawrence,F,2014,1,540,839,2022-12-09,167.63
147,21,29255.0,Groceries,838.83,2022-03-03,50,Chicago,Credit Card,0,838.83,595,91,676.05,Stephen Lopez,M,2001,0,467,537,2022-03-03,838.83
148,18,121120.0,Health & Beauty,350.66,2021-08-15,89,New York,Credit Card,0,350.66,94,47,404.91,Tiffany Ross,F,1994,1,959,622,2021-08-12,350.66
149,44,72018.0,Clothing,817.47,2020-10-20,39,San Antonio,Mobile Payment,0,817.47,57,1,895.51,Kimberly Nunez,F,1997,1,493,383,2020-10-19,817.47
150,26,25236.0,Home & Kitchen,402.51,2022-01-16,84,Phoenix,Online Transfer,0,402.51,837,24,480.09,Scott Rodriguez,M,1992,0,246,766,2022-01-15,402.51
151,55,34357.0,Groceries,471.9,2020-08-07,78,Houston,Mobile Payment,18,386.96,242,12,438.5,David Moore,M,2016,1,491,66,2020-08-05,471.9
152,48,23329.0,Electronics,729.69,2023-05-19,83,Chicago,Cash,0,729.69,282,19,630.72,Ashley Khan,F,2021,1,377,786,2023-05-16,729.69
153,44,101978.0,Home & Kitchen,231.86,2022-01-13,95,Los Angeles,Credit Card,0,231.86,358,8,263.41,Dr. Janet Scott,F,2000,1,524,354,2022-01-12,231.86
154,25,128959.0,Electronics,996.47,2022-02-09,75,Chicago,Online Transfer,21,787.21,402,22,1143.26,Steven Olsen,M,2010,0,239,829,2022-02-05,996.47
155,43,148929.0,Home & Kitchen,762.74,2022-10-13,62,Houston,Debit Card,4,732.23,245,48,819.4,Danny Weiss,M,2001,1,223,285,2022-10-12,762.74
156,19,91805.0,Home & Kitchen,979.54,2023-01-11,54,Philadelphia,Mobile Payment,0,979.54,942,12,1157.64,Kathleen Burton,F,2005,0,483,263,2023-01-09,979.54
157,18,23604.0,Groceries,677.56,2021-10-04,63,Chicago,Cash,0,677.56,650,20,645.82,Heidi Calderon,X,1991,1,443,400,2021-10-04,677.56
158,36,136345.0,Clothing,109.2,2022-02-16,100,San Antonio,Cash,0,109.2,389,80,90.33,Angela Smith,F,2021,0,366,592,2022-02-13,109.2
159,49,95942.0,Health & Beauty,172.03,2022-06-20,61,Dallas,Debit Card,0,172.03,97,61,203.14,Jessica Thompson,X,2009,1,675,276,2022-06-16,172.03
160,21,138556.0,Groceries,915.34,2022-03-11,95,Los Angeles,Debit Card,24,695.66,765,83,829.38,Jessica Williams,F,2000,0,954,922,2022-03-07,915.34
161,58,126847.0,Home & Kitchen,336.85,2021-03-20,46,San Antonio,Cash,0,336.85,102,61,326.92,Jennifer Brooks,F,2009,1,706,28,2021-03-17,336.85
162,32,51680.0,Clothing,223.92,2023-01-24,32,San Jose,Mobile Payment,28,161.22,686,14,241.61,Tiffany Davis,F,2022,0,763,312,2023-01-20,223.92
163,58,80552.0,Health & Beauty,610.8,2022-09-25,89,Houston,Debit Card,0,610.8,69,83,604.44,Calvin Buchanan,M,2016,1,748,224,2022-09-23,610.8
