customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,quantity,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchase_product_price_usd
20,55,23490.0,Health & Beauty,991.35,2021-09-25,93,Houston,Online Transfer,0,991.35,917,96,1029.38,Wayne Griffith,M,2005,0,81,128,2021-09-25,991.35
21,30,35647.0,Health & Beauty,728.66,2022-01-25,73,Philadelphia,Debit Card,3,706.8,763,38,784.48,Anna Lopez,F,1992,0,138,651,2022-01-25,728.66
22,45,70243.0,Groceries,830.95,2022-02-19,17,Dallas,Mobile Payment,0,830.95,902,68,762.46,Dawn Baker,X,1996,0,5,959,2022-02-19,830.95
23,47,91865.0,Groceries,107.33,2021-07-02,54,San Diego,Cash,14,92.3,379,66,104.73,John Mccormick,M,2021,1,503,869,2021-07-02,107.33
24,30,41065.0,Clothing,63.61,2023-04-28,32,Philadelphia,Mobile Payment,0,63.61,380,3,59.44,Bradley Logan,M,1996,0,320,930,2023-04-28,63.61
25,67,42708.0,Home & Kitchen,321.59,2021-03-31,66,San Diego,Cash,0,321.59,374,61,275.44,Mr. Curtis Lewis,M,1997,0,53,54,2021-03-31,321.59
26,21,110548.0,Home & Kitchen,430.07,2021-11-24,31,Dallas,Online Transfer,20,344.06,685,21,488.99,Richard Logan,M,2019,1,542,906,2021-11-24,430.07
27,19,146371.0,Electronics,401.87,2023-05-05,86,Chicago,Cash,0,401.87,895,56,410.26,Steven Lopez,M,2022,1,60,222,2023-05-05,401.87
28,69,144077.0,Electronics,658.37,2023-05-02,44,Phoenix,Online Transfer,25,493.78,424,100,616.44,Donna Price,F,2011,1,854,564,2023-05-02,658.37
29,52,116001.0,Home & Kitchen,291.67,2020-08-17,25,New York,Mobile Payment,24,221.67,704,46,289.95,Mark Hooper,M,1990,0,501,569,2020-08-17,291.67
30,40,33217.0,Clothing,949.31,2022-08-31,23,San Jose,Debit Card,2,930.32,299,54,990.06,Chad Sheppard,M,2006,0,432,54,2022-08-31,949.31
31,67,25152.0,Clothing,815.46,2022-06-10,84,Dallas,Credit Card,6,766.53,272,16,662.83,Christopher Robertson,M,1991,0,440,567,2022-06-10,815.46
32,41,69539.0,Groceries,801.69,2023-03-11,59,Philadelphia,Debit Card,30,561.18,942,7,725.1,Jacob Bird,M,1993,1,230,414,2023-03-11,801.69
33,57,74392.0,Health & Beauty,700.58,2022-06-23,92,Los Angeles,Credit Card,0,700.58,296,81,804.58,Daniel Kim,M,1993,1,673,907,2022-06-23,700.58
34,63,50488.0,Electronics,506.22,2021-11-22,61,Phoenix,Online Transfer,29,359.42,141,67,523.47,Amy Green,F,2003,1,585,121,2021-11-22,506.22
35,58,53914.0,Electronics,779.79,2021-08-09,23,Chicago,Debit Card,0,779.79,533,49,904.94,Kathleen Hayden,F,2005,0,592,463,2021-08-09,779.79
36,31,41924.0,Groceries,540.73,2021-01-27,23,San Antonio,Credit Card,0,540.73,632,68,484.33,Jesus Perry,M,2015,0,536,802,2021-01-27,540.73
37,59,72435.0,Groceries,423.51,2022-02-09,96,Houston,Debit Card,0,423.51,682,4,395.63,William Garcia,M,2017,1,929,376,2022-02-09,423.51
38,56,88162.0,Electronics,225.04,2023-01-15,29,San Jose,Mobile Payment,3,218.29,410,95,202.52,Amber Anderson,X,2020,1,134,315,2023-01-15,225.04
39,63,72763.0,Home & Kitchen,583.0,2022-11-09,76,Los Angeles,Debit Card,5,553.85,204,35,541.02,Patrick Valentine,M,1994,0,155,168,2022-11-09,583.0
40,18,97580.0,Groceries,863.37,2023-02-10,12,Los Angeles,Mobile Payment,26,638.89,185,87,1027.01,Kerry Perez,X,2005,1,413,380,2023-02-10,863.37
41,49,22538.0,Home & Kitchen,838.76,2021-08-09,13,San Jose,Cash,26,620.68,150,25,785.91,Ryan White,M,2005,1,54,44,2021-08-09,838.76
42,52,121613.0,Health & Beauty,649.02,2022-09-10,21,Dallas,Cash,9,590.61,300,17,587.1,Virginia Jackson,F,1993,0,598,656,2022-09-10,649.02
43,39,107301.0,Clothing,407.66,2022-07-05,13,San Jose,Credit Card,2,399.51,479,50,330.45,Shannon Brooks,F,2017,1,345,899,2022-07-05,407.66
44,19,43301.0,Groceries,813.69,2022-08-03,19,Philadelphia,Credit Card,0,813.69,575,25,877.9,Joe Anthony,M,2017,0,738,74,2022-08-03,813.69
45,31,119115.0,Electronics,45.04,2021-02-22,98,New York,Debit Card,0,45.04,591,37,39.36,Ralph Moore,M,2004,0,506,600,2021-02-22,45.04
46,41,103601.0,Groceries,305.68,2022-04-11,26,San Jose,Cash,8,281.23,172,25,360.89,Nathan Alvarez,M,2016,1,178,118,2022-04-11,305.68
47,41,135906.0,Home & Kitchen,939.19,2020-07-19,90,New York,Debit Card,8,864.05,895,75,1067.53,Sarah Lawrence,F,1993,0,310,641,2020-07-19,939.19
48,27,133836.0,Health & Beauty,570.44,2021-05-04,42,San Diego,Mobile Payment,15,484.87,873,34,465.59,Michelle Snyder,F,2011,0,811,652,2021-05-04,570.44
49,41,76397.0,Home & Kitchen,744.69,2023-02-25,36,Phoenix,Mobile Payment,20,595.75,369,12,692.25,Cassandra Sullivan,F,1996,0,189,927,2023-02-25,744.69
50,36,89093.0,Home & Kitchen,85.39,2022-09-01,98,San Jose,Debit Card,0,85.39,786,77,83.08,Martha Clarke DDS,F,2005,0,866,505,2022-09-01,85.39
51,64,22119.0,Groceries,25.61,2021-08-22,73,Dallas,Online Transfer,0,25.61,498,37,21.89,Alexandra Ramsey,F,2000,0,966,364,2021-08-22,25.61
52,55,27462.0,Home & Kitchen,316.37,2021-09-20,50,Dallas,Mobile Payment,14,272.08,879,42,374.21,Ryan Garcia,M,2017,1,754,105,2021-09-20,316.37
53,26,28722.0,Groceries,202.79,2023-02-13,29,San Antonio,Cash,0,202.79,779,45,182.19,Melissa Franklin,F,2011,0,336,809,2023-02-13,202.79
54,68,32880.0,Clothing,957.63,2023-05-12,53,Dallas,Credit Card,7,890.6,860,21,914.72,Daniel Harris,M,2000,0,294,23,2023-05-12,957.63
55,43,85543.0,Groceries,532.07,2020-07-26,75,Houston,Online Transfer,0,532.07,568,29,509.8,Christy Garcia,F,1992,0,266,980,2020-07-26,532.07
56,55,86368.0,Health & Beauty,922.24,2021-10-17,23,San Jose,Credit Card,0,922.24,530,29,771.39,Paul Hines,M,1991,0,534,760,2021-10-17,922.24
57,55,114623.0,Books,543.13,2023-04-27,66,New York,Online Transfer,28,391.05,254,27,478.67,Suzanne Jenkins,F,1993,1,701,277,2023-04-27,543.13
58,62,95754.0,Clothing,339.66,2022-05-30,66,Philadelphia,Credit Card,26,251.35,375,62,293.87,Amy Edwards,F,2021,0,196,986,2022-05-30,339.66
59,30,82209.0,Books,957.58,2023-01-24,9,New York,Debit Card,0,957.58,937,19,1049.33,Robert Walker,M,2015,1,35,111,2023-01-24,957.58
60,21,75272.0,Health & Beauty,386.44,2022-09-11,95,Houston,Cash,19,313.02,631,0,314.79,Brian Maxwell,M,2007,1,962,209,2022-09-11,386.44
61,22,42121.0,Home & Kitchen,47.58,2021-04-24,34,San Jose,Mobile Payment,0,47.58,950,96,55.92,Debbie Davenport,F,2018,0,826,939,2021-04-24,47.58
62,24,29694.0,Health & Beauty,105.11,2023-06-18,99,Houston,Debit Card,24,79.88,546,25,113.51,Stephanie Ramirez,F,1990,1,942,133,2023-06-18,105.11
63,24,54113.0,Home & Kitchen,496.97,2022-11-25,98,San Diego,Debit Card,0,496.97,981,74,482.28,Samuel Gutierrez,M,2018,0,984,895,2022-11-25,496.97
64,19,42503.0,Clothing,325.71,2020-11-06,85,San Antonio,Online Transfer,25,244.28,517,66,377.58,Stephanie Callahan,F,2023,0,342,620,2020-11-06,325.71
65,25,121150.0,Electronics,207.11,2022-10-18,55,New York,Credit Card,18,169.83,82,39,213.75,Richard Levine,M,2013,0,356,432,2022-10-18,207.11
66,26,67974.0,Home & Kitchen,212.55,2022-04-24,99,San Jose,Online Transfer,0,212.55,268,72,235.2,Heather Smith,F,1992,1,450,97,2022-04-24,212.55
67,52,144229.0,Home & Kitchen,236.61,2023-02-15,11,Philadelphia,Cash,0,236.61,708,72,195.29,Sarah Nash,F,2002,1,185,615,2023-02-15,236.61
68,63,106288.0,Clothing,769.67,2023-01-25,43,Phoenix,Debit Card,0,769.67,848,7,885.43,Carmen Miller,F,1996,0,632,339,2023-01-25,769.67
69,63,122446.0,Home & Kitchen,617.32,2022-05-21,74,Houston,Credit Card,15,524.72,207,46,723.78,Alicia Humphrey,F,1995,0,713,819,2022-05-21,617.32
70,63,102634.0,Clothing,505.18,2021-03-25,53,New York,Cash,0,505.18,470,69,470.65,Kelsey Sanchez,F,2001,1,260,478,2021-03-25,505.18
71,62,46787.0,Groceries,595.05,2021-04-01,90,San Antonio,Debit Card,17,493.89,623,57,546.16,Evelyn Montoya,F,2020,1,834,738,2021-04-01,595.05
72,45,146761.0,Electronics,409.46,2022-12-06,18,San Diego,Debit Card,24,311.19,519,43,332.72,Patricia Walker,F,2004,1,895,349,2022-12-06,409.46
73,64,135087.0,Home & Kitchen,876.67,2023-03-25,15,New York,Online Transfer,0,876.67,393,48,863.34,Paul Baker,M,2008,0,623,570,2023-03-25,876.67
74,53,111350.0,Health & Beauty,560.49,2023-04-23,96,San Diego,Cash,5,532.47,138,59,497.51,Kayla Wilson,F,1998,0,301,110,2023-04-23,560.49
75,51,145985.0,Groceries,52.51,2020-07-25,42,Dallas,Mobile Payment,0,52.51,623,89,54.83,Joshua Adkins,M,2012,0,836,864,2020-07-25,52.51
76,61,76754.0,Health & Beauty,546.16,2021-05-28,63,San Antonio,Credit Card,9,497.01,792,9,450.21,Victor Klein,X,2009,1,485,817,2021-05-28,546.16
77,35,20675.0,Groceries,554.99,2022-11-14,63,Dallas,Online Transfer,0,554.99,418,73,463.54,Scott Osborne,M,2007,1,923,889,2022-11-14,554.99
78,25,110056.0,Health & Beauty,682.99,2022-07-24,69,Chicago,Online Transfer,26,505.41,581,84,641.27,Eric Davis,M,1993,0,24,405,2022-07-24,682.99
79,54,81875.0,Electronics,99.86,2021-07-08,14,Dallas,Cash,0,99.86,995,80,101.97,Stephanie Miller,F,2022,0,704,295,2021-07-08,99.86
80,70,65613.0,Groceries,219.8,2020-12-01,40,Los Angeles,Mobile Payment,29,156.06,298,65,199.09,Aaron Roberts,M,1997,1,238,208,2020-12-01,219.8
81,24,84331.0,Groceries,573.82,2021-12-30,98,Houston,Mobile Payment,0,573.82,313,85,620.8,Donna Gilmore,F,1995,1,644,715,2021-12-30,573.82
82,52,103663.0,Health & Beauty,571.65,2020-09-05,60,New York,Credit Card,0,571.65,865,51,617.2,Ricky Koch,M,2001,1,661,369,2020-09-05,571.65
83,65,57493.0,Clothing,302.48,2021-04-26,72,San Antonio,Debit Card,0,302.48,555,36,244.64,Maria Rodriguez,F,2011,1,944,744,2021-04-26,302.48
84,18,47782.0,Clothing,903.17,2020-10-29,42,San Antonio,Mobile Payment,0,903.17,791,49,861.02,Susan Greene MD,F,2001,1,538,561,2020-10-29,903.17
85,29,148139.0,Books,500.75,2021-10-06,19,New York,Online Transfer,19,405.61,853,85,586.55,Justin Jenkins,X,1993,1,376,619,2021-10-06,500.75
86,48,23022.0,Clothing,792.0,2022-07-15,72,San Jose,Online Transfer,0,792.0,76,12,677.15,Anthony Thompson,M,1997,0,696,824,2022-07-15,792.0
87,51,85448.0,Groceries,984.48,2021-03-06,30,Phoenix,Credit Card,0,984.48,692,5,988.88,Bryan Green,X,2017,1,8,504,2021-03-06,984.48
88,39,51172.0,Books,59.34,2022-02-07,68,Los Angeles,Online Transfer,30,41.54,285,85,63.42,Dr. Christian Ramsey,M,2004,1,92,369,2022-02-07,59.34
89,39,81394.0,Clothing,352.95,2022-01-31,59,San Jose,Online Transfer,0,352.95,401,70,366.58,Crystal Romero,F,2000,0,7,638,2022-01-31,352.95
90,19,43803.0,Electronics,980.85,2021-11-12,39,Phoenix,Cash,20,784.68,594,71,1036.07,Joseph Russell,M,1999,0,468,73,2021-11-12,980.85
91,51,103453.0,Electronics,718.37,2021-12-03,56,Los Angeles,Credit Card,0,718.37,71,90,846.37,Ruth Clark,F,1994,1,633,156,2021-12-03,718.37
92,36,91456.0,Home & Kitchen,543.36,2022-01-24,98,Chicago,Online Transfer,12,478.16,608,82,547.72,Craig Richardson,M,1998,0,358,880,2022-01-24,543.36
93,56,115206.0,Books,738.13,2023-04-23,82,New York,Online Transfer,0,738.13,981,19,764.71,Alexandra Walker,F,1995,1,13,615,2023-04-23,738.13
94,27,78271.0,Health & Beauty,85.85,2021-07-27,67,New York,Credit Card,0,85.85,680,69,89.71,Mark Lynch,M,1990,0,683,153,2021-07-27,85.85
95,52,128135.0,Home & Kitchen,774.66,2021-05-18,98,Dallas,Cash,0,774.66,877,10,903.16,Toni Smith,F,1999,1,950,225,2021-05-18,774.66
96,32,81000.0,Books,428.53,2021-10-25,30,San Jose,Debit Card,0,428.53,173,74,450.56,John Gomez,M,1998,1,45,101,2021-10-25,428.53
97,34,123251.0,Electronics,644.13,2022-11-24,22,Los Angeles,Debit Card,22,502.42,78,10,560.68,Ryan Watkins,X,2019,1,149,289,2022-11-24,644.13
98,67,109270.0,Home & Kitchen,254.21,2023-02-28,81,Dallas,Mobile Payment,0,254.21,809,44,260.75,Dustin Mitchell,M,2008,0,441,379,2023-02-28,254.21
99,47,85131.0,Health & Beauty,746.09,2021-05-21,88,Houston,Debit Card,0,746.09,338,67,789.66,Shannon Sandoval,F,2022,1,412,842,2021-05-21,746.09
100,18,147096.0,Home & Kitchen,976.74,2021-09-06,14,Los Angeles,Credit Card,7,908.37,677,30,1037.79,Tracy Davis,F,2014,0,546,671,2021-09-06,976.74
101,69,32367.0,Books,575.54,2021-03-05,40,San Jose,Credit Card,9,523.74,896,31,575.21,Marvin Knight,M,1993,0,793,353,2021-03-05,575.54
102,65,146945.0,Books,258.05,2020-08-06,65,Los Angeles,Online Transfer,24,196.12,170,48,277.49,Mark Dunn,M,2009,1,547,265,2020-08-06,258.05
103,52,136797.0,Electronics,25.17,2020-12-05,60,Dallas,Mobile Payment,23,19.38,892,72,29.03,Christine Smith,F,2002,0,607,599,2020-12-05,25.17
104,21,56554.0,Groceries,244.41,2023-01-19,5,Phoenix,Credit Card,0,244.41,395,32,203.11,Nicholas Krueger,X,2012,1,209,397,2023-01-19,244.41
105,61,26845.0,Groceries,674.56,2021-01-22,95,San Antonio,Credit Card,11,600.36,282,22,663.31,Kevin Zamora,M,2004,1,252,452,2021-01-22,674.56
106,19,26835.0,Health & Beauty,447.91,2022-11-08,50,San Diego,Cash,18,367.29,282,75,372.51,Erica White,F,2002,0,296,833,2022-11-08,447.91
107,47,125493.0,Electronics,831.11,2020-12-24,51,Los Angeles,Cash,0,831.11,963,82,744.01,Christy Morris,F,1994,0,471,557,2020-12-24,831.11
108,62,99375.0,Groceries,662.36,2020-12-13,28,Phoenix,Online Transfer,25,496.77,602,62,631.06,Lauren Martin,X,2000,0,828,435,2020-12-13,662.36
109,49,87041.0,Electronics,889.54,2021-01-03,90,San Antonio,Cash,0,889.54,725,41,767.74,Amy Davis,F,2010,1,11,669,2021-01-03,889.54
110,55,122595.0,Groceries,961.75,2023-02-06,47,Phoenix,Online Transfer,17,798.25,177,4,1087.78,Brian Phillips,M,1995,1,365,797,2023-02-06,961.75
111,53,33602.0,Home & Kitchen,468.66,2020-10-31,51,Phoenix,Debit Card,0,468.66,987,13,420.75,Kristin Thompson,F,2012,0,28,969,2020-10-31,468.66
112,53,46786.0,Home & Kitchen,795.89,2021-02-06,45,Phoenix,Cash,0,795.89,828,9,716.34,Valerie Carter,F,1993,0,997,716,2021-02-06,795.89
113,28,24266.0,Health & Beauty,879.68,2020-10-07,29,San Jose,Online Transfer,7,818.1,723,90,916.44,Jeremiah Greer,M,2006,1,322,116,2020-10-07,879.68
114,52,80498.0,Clothing,801.16,2022-04-28,37,Dallas,Credit Card,1,793.15,522,2,773.15,Joseph Stevenson,M,2023,0,835,769,2022-04-28,801.16
115,23,66264.0,Home & Kitchen,236.1,2022-10-25,3,San Diego,Mobile Payment,0,236.1,782,61,280.91,Linda Torres,F,2009,0,163,507,2022-10-25,236.1
116,53,104502.0,Clothing,159.53,2022-10-07,7,Phoenix,Debit Card,23,122.84,735,82,172.45,Aaron Salas,M,2004,1,869,980,2022-10-07,159.53
117,41,34740.0,Home & Kitchen,919.83,2022-06-25,71,San Diego,Credit Card,4,883.04,317,5,751.81,Christine Anderson,F,2004,1,165,615,2022-06-25,919.83
118,20,130475.0,Health & Beauty,594.45,2021-11-06,85,Houston,Cash,0,594.45,600,3,476.46,Brett Murray,X,2008,1,48,630,2021-11-06,594.45
119,62,132221.0,Books,299.65,2021-05-19,65,San Diego,Online Transfer,20,239.72,802,65,310.67,Victoria Davis DDS,F,1990,1,777,496,2021-05-19,299.65
120,68,81824.0,Groceries,748.89,2021-12-20,31,Dallas,Credit Card,22,584.13,963,78,710.0,Jenna Dunlap,F,2007,0,495,558,2021-12-20,748.89
121,37,115661.0,Books,964.95,2022-08-08,69,Los Angeles,Credit Card,3,936.0,607,26,1073.71,Robert Gray,X,2005,0,963,978,2022-08-08,964.95
122,21,124380.0,Groceries,169.05,2020-08-11,52,San Jose,Online Transfer,3,163.98,325,43,172.61,Brett Garrett,M,2018,0,694,153,2020-08-11,169.05
123,49,147532.0,Books,390.37,2021-10-06,46,Dallas,Cash,0,390.37,803,26,456.63,Erica Espinoza,F,2015,0,217,370,2021-10-06,390.37
124,61,32258.0,Books,178.61,2021-08-17,99,Dallas,Credit Card,0,178.61,378,32,208.03,Colton Malone,M,1999,0,140,752,2021-08-17,178.61
125,33,109905.0,Health & Beauty,734.9,2021-09-18,98,Chicago,Mobile Payment,20,587.92,238,11,709.65,Leah Pratt,F,2014,0,109,898,2021-09-18,734.9
126,43,63820.0,Clothing,531.21,2022-01-28,34,San Antonio,Cash,30,371.85,136,5,480.54,Kim Hughes,F,1991,0,672,354,2022-01-28,531.21
127,40,148239.0,Electronics,23.52,2020-12-07,30,Chicago,Debit Card,12,20.7,55,0,25.84,Devon Long,M,1993,1,426,324,2020-12-07,23.52
128,28,45084.0,Clothing,892.57,2023-01-27,11,Phoenix,Credit Card,24,678.35,683,37,1039.42,Christine Barron,F,2000,0,477,987,2023-01-27,892.57
129,20,108941.0,Health & Beauty,760.73,2021-02-20,39,San Antonio,Credit Card,21,600.98,516,90,639.58,Megan Maxwell,F,2018,1,416,412,2021-02-20,760.73
130,61,104986.0,Groceries,758.94,2022-01-21,9,Phoenix,Credit Card,0,758.94,510,72,860.82,Jodi Rodriguez,F,2016,1,333,76,2022-01-21,758.94
131,45,58961.0,Home & Kitchen,700.07,2021-07-12,75,Philadelphia,Mobile Payment,27,511.05,151,87,597.93,Todd Ross,M,1990,1,484,800,2021-07-12,700.07
132,21,149175.0,Groceries,517.82,2021-11-01,70,Phoenix,Mobile Payment,14,445.33,431,35,467.11,Kristin Reid,F,2001,1,954,915,2021-11-01,517.82
133,25,91032.0,Groceries,201.4,2021-04-22,26,Phoenix,Mobile Payment,14,173.2,69,45,167.95,Heidi Mcclure,F,1991,0,715,7,2021-04-22,201.4
134,59,99099.0,Groceries,913.76,2021-03-19,95,San Diego,Debit Card,3,886.35,995,59,812.87,Ricky Faulkner,M,2001,1,375,719,2021-03-19,913.76
135,50,65127.0,Electronics,356.24,2021-05-12,88,Dallas,Credit Card,12,313.49,542,68,391.83,Desiree Morales,X,1998,0,913,384,2021-05-12,356.24
136,67,121999.0,Home & Kitchen,81.12,2022-02-26,72,Philadelphia,Cash,0,81.12,146,53,73.37,Kimberly Thomas,F,1998,0,401,922,2022-02-26,81.12
137,59,95463.0,Groceries,204.81,2023-01-18,63,Dallas,Credit Card,4,196.62,82,86,178.93,Kerri Santana,F,2010,1,174,363,2023-01-18,204.81
138,23,61518.0,Clothing,60.93,2023-02-11,1,Los Angeles,Cash,0,60.93,325,5,71.7,Mike West,M,1993,0,532,769,2023-02-11,60.93
139,67,127242.0,Groceries,894.68,2021-01-17,68,Phoenix,Online Transfer,0,894.68,195,40,968.2,Leonard Wallace,M,2003,1,431,463,2021-01-17,894.68
140,33,54114.0,Health & Beauty,622.74,2021-03-15,72,Chicago,Mobile Payment,0,622.74,707,68,702.47,Mary Orr,F,2021,0,150,58,2021-03-15,622.74
141,27,130559.0,Clothing,371.51,2022-04-10,83,Phoenix,Credit Card,30,260.06,137,5,347.94,Jessica Ray,F,2006,0,269,238,2022-04-10,371.51
142,63,20890.0,Clothing,414.76,2023-03-20,60,Dallas,Online Transfer,0,414.76,659,90,469.6,Carlos Byrd,M,1992,1,812,815,2023-03-20,414.76
143,39,133567.0,Books,773.33,2020-11-11,44,San Jose,Cash,0,773.33,628,22,820.2,David Mcbride,M,2022,1,39,178,2020-11-11,773.33
144,42,107813.0,Health & Beauty,823.12,2023-06-28,92,Chicago,Cash,0,823.12,962,40,781.71,Alexandra Grant,X,2012,1,312,251,2023-06-28,823.12
145,28,140526.0,Electronics,464.14,2020-07-25,16,Chicago,Debit Card,14,399.16,295,51,442.21,Melissa Palmer,F,2017,1,417,214,2020-07-25,464.14
146,69,146555.0,Home & Kitchen,167.63,2022-12-11,16,Phoenix,Online Transfer,25,125.72,297,66,169.8,Dr. John Elliott,M,2013,0,876,372,2022-12-11,167.63
147,21,29255.0,Books,838.83,2022-03-03,50,Chicago,Credit Card,0,838.83,595,91,676.05,Andrew Martinez,M,1991,1,877,680,2022-03-03,838.83
148,18,121120.0,Health & Beauty,350.66,2021-08-15,89,New York,Credit Card,0,350.66,94,47,404.91,Lisa Thomas,F,2002,1,124,356,2021-08-15,350.66
149,44,72018.0,Clothing,817.47,2020-10-20,39,San Antonio,Mobile Payment,0,817.47,57,1,895.51,Breanna Hernandez,F,1994,1,977,250,2020-10-20,817.47
150,26,25236.0,Home & Kitchen,402.51,2022-01-16,84,Phoenix,Online Transfer,0,402.51,837,24,480.09,Barbara Mendoza,F,1998,1,616,238,2022-01-16,402.51
151,55,34357.0,Groceries,471.9,2020-08-07,78,Houston,Mobile Payment,18,386.96,242,12,438.5,Timothy Foster,M,2014,0,44,629,2020-08-07,471.9
152,48,23329.0,Electronics,729.69,2023-05-19,83,Chicago,Cash,0,729.69,282,19,630.72,Alejandro White,M,2005,0,928,777,2023-05-19,729.69
153,44,101978.0,Home & Kitchen,231.86,2022-01-13,95,Los Angeles,Credit Card,0,231.86,358,8,263.41,David Wyatt,M,1992,1,718,562,2022-01-13,231.86
154,25,128959.0,Electronics,996.47,2022-02-09,75,Chicago,Online Transfer,21,787.21,402,22,1143.26,Jeffrey Franklin,M,1997,1,487,373,2022-02-09,996.47
155,43,148929.0,Health & Beauty,762.74,2022-10-13,62,Houston,Debit Card,4,732.23,245,48,819.4,Julia Graham,F,1991,1,457,833,2022-10-13,762.74
156,19,91805.0,Health & Beauty,979.54,2023-01-11,54,Philadelphia,Mobile Payment,0,979.54,942,12,1157.64,Kenneth Buchanan,M,2017,0,30,365,2023-01-11,979.54
157,18,23604.0,Groceries,677.56,2021-10-04,63,Chicago,Cash,0,677.56,650,20,645.82,Ryan Nguyen,M,2003,0,731,473,2021-10-04,677.56
158,36,136345.0,Clothing,109.2,2022-02-16,100,San Antonio,Cash,0,109.2,389,80,90.33,Stephanie Lang,F,1990,0,756,567,2022-02-16,109.2
159,49,95942.0,Health & Beauty,172.03,2022-06-20,61,Dallas,Debit Card,0,172.03,97,61,203.14,Pamela Baker MD,F,2010,1,724,504,2022-06-20,172.03
160,21,138556.0,Electronics,915.34,2022-03-11,95,Los Angeles,Debit Card,24,695.66,765,83,829.38,Joshua Jones,M,2001,1,191,893,2022-03-11,915.34
161,58,126847.0,Clothing,336.85,2021-03-20,46,San Antonio,Cash,0,336.85,102,61,326.92,Cameron Smith,M,2014,0,273,543,2021-03-20,336.85
162,32,51680.0,Books,223.92,2023-01-24,32,San Jose,Mobile Payment,28,161.22,686,14,241.61,Loretta Fields,F,2010,1,279,398,2023-01-24,223.92
163,58,80552.0,Health & Beauty,610.8,2022-09-25,89,Houston,Debit Card,0,610.8,69,83,604.44,Janet Stanley,X,2007,1,57,119,2022-09-25,610.8
