customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,qty,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchased_product_price_usd
46,41,103601.0,Groceries,305.68,2022-04-11,26,San Jose,Cash,8,281.23,172,25,360.89,Mary Perkins,F,1998,0,489,946,2022-04-11,305.68
47,41,135906.0,Home & Kitchen,939.19,2020-07-19,90,New York,Debit Card,8,864.05,895,75,1067.53,Rick Santana,M,2009,1,748,228,2020-07-19,939.19
48,27,133836.0,Health & Beauty,570.44,2021-05-04,42,San Diego,Mobile Payment,15,484.87,873,34,465.59,Victoria Carter,X,2019,0,294,168,2021-05-04,570.44
49,41,76397.0,Groceries,744.69,2023-02-25,36,Phoenix,Mobile Payment,20,595.75,369,12,692.25,Mrs. Carrie Cortez,F,2023,0,487,708,2023-02-25,744.69
50,36,89093.0,Home & Kitchen,85.39,2022-09-01,98,San Jose,Debit Card,0,85.39,786,77,83.08,Jimmy Martinez,M,2011,0,417,13,2022-09-01,85.39
51,64,22119.0,Groceries,25.61,2021-08-22,73,Dallas,Online Transfer,0,25.61,498,37,21.89,Vanessa Floyd,F,1997,0,13,962,2021-08-22,25.61
52,55,27462.0,Health & Beauty,316.37,2021-09-20,50,Dallas,Mobile Payment,14,272.08,879,42,374.21,Anthony Alexander,M,2012,0,901,656,2021-09-20,316.37
53,26,28722.0,Groceries,202.79,2023-02-13,29,San Antonio,Cash,0,202.79,779,45,182.19,Cathy Downs,F,2010,0,578,646,2023-02-13,202.79
54,68,32880.0,Clothing,957.63,2023-05-12,53,Dallas,Credit Card,7,890.6,860,21,914.72,Xavier Patel,M,2010,0,683,902,2023-05-12,957.63
55,43,85543.0,Home & Kitchen,532.07,2020-07-26,75,Houston,Online Transfer,0,532.07,568,29,509.8,Jason Garcia,M,2015,1,967,425,2020-07-26,532.07
56,55,86368.0,Groceries,922.24,2021-10-17,23,San Jose,Credit Card,0,922.24,530,29,771.39,Alex Howell,M,2012,1,508,256,2021-10-17,922.24
57,55,114623.0,Health & Beauty,543.13,2023-04-27,66,New York,Online Transfer,28,391.05,254,27,478.67,Laura Morris,F,2000,1,255,438,2023-04-27,543.13
58,62,95754.0,Electronics,339.66,2022-05-30,66,Philadelphia,Credit Card,26,251.35,375,62,293.87,Dr. Danielle Kennedy,F,2019,0,571,898,2022-05-30,339.66
59,30,82209.0,Groceries,957.58,2023-01-24,9,New York,Debit Card,0,957.58,937,19,1049.33,Connor Smith,M,2014,0,372,623,2023-01-24,957.58
60,21,75272.0,Electronics,386.44,2022-09-11,95,Houston,Cash,19,313.02,631,0,314.79,Eugene Benson,X,1994,0,312,247,2022-09-11,386.44
61,22,42121.0,Home & Kitchen,47.58,2021-04-24,34,San Jose,Mobile Payment,0,47.58,950,96,55.92,Destiny West,F,2000,1,945,274,2021-04-24,47.58
62,24,29694.0,Health & Beauty,105.11,2023-06-18,99,Houston,Debit Card,24,79.88,546,25,113.51,Sandra Jenkins,F,2011,1,852,698,2023-06-18,105.11
63,24,54113.0,Home & Kitchen,496.97,2022-11-25,98,San Diego,Debit Card,0,496.97,981,74,482.28,Jared Johnson,M,1996,0,930,103,2022-11-25,496.97
64,19,42503.0,Clothing,325.71,2020-11-06,85,San Antonio,Online Transfer,25,244.28,517,66,377.58,Andrew Steele,M,2003,0,885,906,2020-11-06,325.71
65,25,121150.0,Groceries,207.11,2022-10-18,55,New York,Credit Card,18,169.83,82,39,213.75,Suzanne Murphy,F,1992,1,954,186,2022-10-18,207.11
66,26,67974.0,Home & Kitchen,212.55,2022-04-24,99,San Jose,Online Transfer,0,212.55,268,72,235.2,Richard Sanchez,M,2023,0,37,706,2022-04-24,212.55
67,52,144229.0,Electronics,236.61,2023-02-15,11,Philadelphia,Cash,0,236.61,708,72,195.29,David Miller,M,2007,1,139,242,2023-02-15,236.61
68,63,106288.0,Clothing,769.67,2023-01-25,43,Phoenix,Debit Card,0,769.67,848,7,885.43,Mark Sheppard,M,2002,0,433,547,2023-01-25,769.67
69,63,122446.0,Groceries,617.32,2022-05-21,74,Houston,Credit Card,15,524.72,207,46,723.78,John Roberts,M,2021,0,789,611,2022-05-21,617.32
70,63,102634.0,Home & Kitchen,505.18,2021-03-25,53,New York,Cash,0,505.18,470,69,470.65,Brad Smith,M,2007,0,303,631,2021-03-25,505.18
71,62,46787.0,Groceries,595.05,2021-04-01,90,San Antonio,Debit Card,17,493.89,623,57,546.16,Jennifer Lee,F,2022,0,84,950,2021-04-01,595.05
72,45,146761.0,Health & Beauty,409.46,2022-12-06,18,San Diego,Debit Card,24,311.19,519,43,332.72,Darin Clark,M,2004,1,663,414,2022-12-06,409.46
73,64,135087.0,Groceries,876.67,2023-03-25,15,New York,Online Transfer,0,876.67,393,48,863.34,Alicia Rangel,F,2011,0,68,50,2023-03-25,876.67
74,53,111350.0,Health & Beauty,560.49,2023-04-23,96,San Diego,Cash,5,532.47,138,59,497.51,Jessica Werner,F,2008,1,863,279,2023-04-23,560.49
75,51,145985.0,Home & Kitchen,52.51,2020-07-25,42,Dallas,Mobile Payment,0,52.51,623,89,54.83,Erica Little,F,2017,1,468,758,2020-07-25,52.51
76,61,76754.0,Health & Beauty,546.16,2021-05-28,63,San Antonio,Credit Card,9,497.01,792,9,450.21,Ruben Rowe,M,2000,1,985,847,2021-05-28,546.16
77,35,20675.0,Groceries,554.99,2022-11-14,63,Dallas,Online Transfer,0,554.99,418,73,463.54,Jennifer Moore,F,2010,0,209,12,2022-11-14,554.99
78,25,110056.0,Electronics,682.99,2022-07-24,69,Chicago,Online Transfer,26,505.41,581,84,641.27,Dawn Olson,F,1997,1,215,566,2022-07-24,682.99
79,54,81875.0,Electronics,99.86,2021-07-08,14,Dallas,Cash,0,99.86,995,80,101.97,Donna Huffman,F,2011,0,356,636,2021-07-08,99.86
80,70,65613.0,Groceries,219.8,2020-12-01,40,Los Angeles,Mobile Payment,29,156.06,298,65,199.09,Amy Williams,F,2015,0,940,678,2020-12-01,219.8
81,24,84331.0,Groceries,573.82,2021-12-30,98,Houston,Mobile Payment,0,573.82,313,85,620.8,Gregory Weber,X,2014,0,896,659,2021-12-30,573.82
82,52,103663.0,Home & Kitchen,571.65,2020-09-05,60,New York,Credit Card,0,571.65,865,51,617.2,Kathleen Lawrence,F,1994,1,638,835,2020-09-05,571.65
83,65,57493.0,Clothing,302.48,2021-04-26,72,San Antonio,Debit Card,0,302.48,555,36,244.64,Robert Shepherd,X,2000,1,236,512,2021-04-26,302.48
84,18,47782.0,Clothing,903.17,2020-10-29,42,San Antonio,Mobile Payment,0,903.17,791,49,861.02,Denise Roth,X,2023,1,462,953,2020-10-29,903.17
85,29,148139.0,Books,500.75,2021-10-06,19,New York,Online Transfer,19,405.61,853,85,586.55,Julie Williams,F,1997,1,986,64,2021-10-06,500.75
86,48,23022.0,Electronics,792.0,2022-07-15,72,San Jose,Online Transfer,0,792.0,76,12,677.15,Mark Schneider Jr.,M,2010,0,629,71,2022-07-15,792.0
87,51,85448.0,Clothing,984.48,2021-03-06,30,Phoenix,Credit Card,0,984.48,692,5,988.88,Lori Schmidt,X,1992,0,765,851,2021-03-06,984.48
88,39,51172.0,Electronics,59.34,2022-02-07,68,Los Angeles,Online Transfer,30,41.54,285,85,63.42,Melissa Lam,F,2020,0,167,428,2022-02-07,59.34
89,39,81394.0,Clothing,352.95,2022-01-31,59,San Jose,Online Transfer,0,352.95,401,70,366.58,Devin Munoz,X,1999,0,413,571,2022-01-31,352.95
90,19,43803.0,Electronics,980.85,2021-11-12,39,Phoenix,Cash,20,784.68,594,71,1036.07,Jonathan Campbell,M,2008,0,870,65,2021-11-12,980.85
91,51,103453.0,Clothing,718.37,2021-12-03,56,Los Angeles,Credit Card,0,718.37,71,90,846.37,Jessica Whitaker,F,1990,1,132,455,2021-12-03,718.37
92,36,91456.0,Electronics,543.36,2022-01-24,98,Chicago,Online Transfer,12,478.16,608,82,547.72,Linda Mills,X,2020,1,547,362,2022-01-24,543.36
93,56,115206.0,Groceries,738.13,2023-04-23,82,New York,Online Transfer,0,738.13,981,19,764.71,James Hall,M,2008,1,416,946,2023-04-23,738.13
94,27,78271.0,Health & Beauty,85.85,2021-07-27,67,New York,Credit Card,0,85.85,680,69,89.71,Patrick Nunez,M,2016,0,893,741,2021-07-27,85.85
95,52,128135.0,Electronics,774.66,2021-05-18,98,Dallas,Cash,0,774.66,877,10,903.16,Heather Wilson,F,2011,1,124,30,2021-05-18,774.66
96,32,81000.0,Clothing,428.53,2021-10-25,30,San Jose,Debit Card,0,428.53,173,74,450.56,James Zhang,M,2007,1,521,323,2021-10-25,428.53
97,34,123251.0,Electronics,644.13,2022-11-24,22,Los Angeles,Debit Card,22,502.42,78,10,560.68,Christopher Herring,M,2008,1,218,834,2022-11-24,644.13
98,67,109270.0,Clothing,254.21,2023-02-28,81,Dallas,Mobile Payment,0,254.21,809,44,260.75,James Deleon,M,2009,0,494,489,2023-02-28,254.21
99,47,85131.0,Health & Beauty,746.09,2021-05-21,88,Houston,Debit Card,0,746.09,338,67,789.66,Kelly Kirby,F,1995,1,169,160,2021-05-21,746.09
100,18,147096.0,Home & Kitchen,976.74,2021-09-06,14,Los Angeles,Credit Card,7,908.37,677,30,1037.79,Eric Walls,M,2013,0,908,936,2021-09-06,976.74
101,69,32367.0,Electronics,575.54,2021-03-05,40,San Jose,Credit Card,9,523.74,896,31,575.21,Larry Waters,M,1990,0,71,234,2021-03-05,575.54
102,65,146945.0,Clothing,258.05,2020-08-06,65,Los Angeles,Online Transfer,24,196.12,170,48,277.49,Christopher Martinez,M,2005,0,5,333,2020-08-06,258.05
103,52,136797.0,Electronics,25.17,2020-12-05,60,Dallas,Mobile Payment,23,19.38,892,72,29.03,Derek Wells,M,1994,0,758,206,2020-12-05,25.17
104,21,56554.0,Groceries,244.41,2023-01-19,5,Phoenix,Credit Card,0,244.41,395,32,203.11,Joshua Hunter,M,2006,1,147,503,2023-01-19,244.41
105,61,26845.0,Clothing,674.56,2021-01-22,95,San Antonio,Credit Card,11,600.36,282,22,663.31,Brenda Malone,F,2017,1,615,218,2021-01-22,674.56
106,19,26835.0,Clothing,447.91,2022-11-08,50,San Diego,Cash,18,367.29,282,75,372.51,Kathleen Alvarez,F,2021,0,737,801,2022-11-08,447.91
107,47,125493.0,Electronics,831.11,2020-12-24,51,Los Angeles,Cash,0,831.11,963,82,744.01,Christopher Evans,X,2012,0,501,225,2020-12-24,831.11
108,62,99375.0,Books,662.36,2020-12-13,28,Phoenix,Online Transfer,25,496.77,602,62,631.06,Krystal Robertson,F,2017,0,25,237,2020-12-13,662.36
109,49,87041.0,Clothing,889.54,2021-01-03,90,San Antonio,Cash,0,889.54,725,41,767.74,Lisa Hamilton,X,2022,0,499,87,2021-01-03,889.54
110,55,122595.0,Health & Beauty,961.75,2023-02-06,47,Phoenix,Online Transfer,17,798.25,177,4,1087.78,James Cox,M,1994,0,56,160,2023-02-06,961.75
111,53,33602.0,Home & Kitchen,468.66,2020-10-31,51,Phoenix,Debit Card,0,468.66,987,13,420.75,Carrie Hernandez,F,2006,0,353,580,2020-10-31,468.66
112,53,46786.0,Clothing,795.89,2021-02-06,45,Phoenix,Cash,0,795.89,828,9,716.34,Jake Green,M,2013,0,716,191,2021-02-06,795.89
113,28,24266.0,Electronics,879.68,2020-10-07,29,San Jose,Online Transfer,7,818.1,723,90,916.44,Katelyn Thomas,F,2012,1,93,203,2020-10-07,879.68
114,52,80498.0,Electronics,801.16,2022-04-28,37,Dallas,Credit Card,1,793.15,522,2,773.15,Ashley Guzman DDS,F,2013,1,357,221,2022-04-28,801.16
115,23,66264.0,Home & Kitchen,236.1,2022-10-25,3,San Diego,Mobile Payment,0,236.1,782,61,280.91,Charles Duncan,M,2006,0,680,556,2022-10-25,236.1
116,53,104502.0,Groceries,159.53,2022-10-07,7,Phoenix,Debit Card,23,122.84,735,82,172.45,Derek Grimes,M,2000,0,529,670,2022-10-07,159.53
117,41,34740.0,Books,919.83,2022-06-25,71,San Diego,Credit Card,4,883.04,317,5,751.81,Randy Nelson,M,2015,0,873,62,2022-06-25,919.83
118,20,130475.0,Books,594.45,2021-11-06,85,Houston,Cash,0,594.45,600,3,476.46,Brett Graham,M,2016,0,105,64,2021-11-06,594.45
119,62,132221.0,Groceries,299.65,2021-05-19,65,San Diego,Online Transfer,20,239.72,802,65,310.67,Lisa Lyons,F,1997,1,761,402,2021-05-19,299.65
120,68,81824.0,Electronics,748.89,2021-12-20,31,Dallas,Credit Card,22,584.13,963,78,710.0,Nancy Bryan,F,2012,1,676,109,2021-12-20,748.89
121,37,115661.0,Health & Beauty,964.95,2022-08-08,69,Los Angeles,Credit Card,3,936.0,607,26,1073.71,Richard Farrell,M,1993,1,155,790,2022-08-08,964.95
122,21,124380.0,Health & Beauty,169.05,2020-08-11,52,San Jose,Online Transfer,3,163.98,325,43,172.61,Gregory Kim PhD,M,1994,0,65,480,2020-08-11,169.05
123,49,147532.0,Health & Beauty,390.37,2021-10-06,46,Dallas,Cash,0,390.37,803,26,456.63,Christopher Smith,X,1998,1,87,521,2021-10-06,390.37
124,61,32258.0,Books,178.61,2021-08-17,99,Dallas,Credit Card,0,178.61,378,32,208.03,Bryan Myers,M,2009,0,53,948,2021-08-17,178.61
125,33,109905.0,Health & Beauty,734.9,2021-09-18,98,Chicago,Mobile Payment,20,587.92,238,11,709.65,James Lutz,M,2020,1,332,165,2021-09-18,734.9
126,43,63820.0,Health & Beauty,531.21,2022-01-28,34,San Antonio,Cash,30,371.85,136,5,480.54,Louis Harrington,M,2000,0,867,624,2022-01-28,531.21
127,40,148239.0,Books,23.52,2020-12-07,30,Chicago,Debit Card,12,20.7,55,0,25.84,William Schmitt,M,2004,1,981,118,2020-12-07,23.52
128,28,45084.0,Home & Kitchen,892.57,2023-01-27,11,Phoenix,Credit Card,24,678.35,683,37,1039.42,Rachel Collins,F,2013,1,568,983,2023-01-27,892.57
129,20,108941.0,Groceries,760.73,2021-02-20,39,San Antonio,Credit Card,21,600.98,516,90,639.58,Anna Davis,F,2018,1,833,55,2021-02-20,760.73
130,61,104986.0,Books,758.94,2022-01-21,9,Phoenix,Credit Card,0,758.94,510,72,860.82,Barbara Smith,F,2009,0,697,108,2022-01-21,758.94
131,45,58961.0,Electronics,700.07,2021-07-12,75,Philadelphia,Mobile Payment,27,511.05,151,87,597.93,Douglas Clark,M,1996,1,914,63,2021-07-12,700.07
132,21,149175.0,Books,517.82,2021-11-01,70,Phoenix,Mobile Payment,14,445.33,431,35,467.11,Kathleen Knox,X,2021,1,845,957,2021-11-01,517.82
133,25,91032.0,Home & Kitchen,201.4,2021-04-22,26,Phoenix,Mobile Payment,14,173.2,69,45,167.95,Sara Taylor,F,2015,1,822,294,2021-04-22,201.4
134,59,99099.0,Home & Kitchen,913.76,2021-03-19,95,San Diego,Debit Card,3,886.35,995,59,812.87,Kimberly Kline,F,2004,1,192,608,2021-03-19,913.76
135,50,65127.0,Health & Beauty,356.24,2021-05-12,88,Dallas,Credit Card,12,313.49,542,68,391.83,Jasmine Johnson,F,2014,0,522,634,2021-05-12,356.24
136,67,121999.0,Home & Kitchen,81.12,2022-02-26,72,Philadelphia,Cash,0,81.12,146,53,73.37,Michael Mcguire,M,2006,1,455,816,2022-02-26,81.12
137,59,95463.0,Electronics,204.81,2023-01-18,63,Dallas,Credit Card,4,196.62,82,86,178.93,Jessica Miller,F,2010,1,351,519,2023-01-18,204.81
138,23,61518.0,Home & Kitchen,60.93,2023-02-11,1,Los Angeles,Cash,0,60.93,325,5,71.7,Sarah Burns DDS,F,2013,0,618,816,2023-02-11,60.93
139,67,127242.0,Health & Beauty,894.68,2021-01-17,68,Phoenix,Online Transfer,0,894.68,195,40,968.2,Manuel Adams,M,1999,1,284,961,2021-01-17,894.68
140,33,54114.0,Health & Beauty,622.74,2021-03-15,72,Chicago,Mobile Payment,0,622.74,707,68,702.47,Tamara Cole,F,1996,0,295,40,2021-03-15,622.74
141,27,130559.0,Electronics,371.51,2022-04-10,83,Phoenix,Credit Card,30,260.06,137,5,347.94,Robert Fischer,M,2002,1,717,166,2022-04-10,371.51
142,63,20890.0,Books,414.76,2023-03-20,60,Dallas,Online Transfer,0,414.76,659,90,469.6,Jeffery Decker,M,1994,1,656,113,2023-03-20,414.76
143,39,133567.0,Clothing,773.33,2020-11-11,44,San Jose,Cash,0,773.33,628,22,820.2,Ashley Moreno,F,2010,0,304,702,2020-11-11,773.33
144,42,107813.0,Groceries,823.12,2023-06-28,92,Chicago,Cash,0,823.12,962,40,781.71,Carolyn Martin,F,1991,0,588,756,2023-06-28,823.12
145,28,140526.0,Clothing,464.14,2020-07-25,16,Chicago,Debit Card,14,399.16,295,51,442.21,William Leon,M,1992,1,613,325,2020-07-25,464.14
146,69,146555.0,Groceries,167.63,2022-12-11,16,Phoenix,Online Transfer,25,125.72,297,66,169.8,Miss Maria Bowman MD,F,1994,1,195,541,2022-12-11,167.63
147,21,29255.0,Home & Kitchen,838.83,2022-03-03,50,Chicago,Credit Card,0,838.83,595,91,676.05,Willie Greene,X,2010,1,767,580,2022-03-03,838.83
148,18,121120.0,Groceries,350.66,2021-08-15,89,New York,Credit Card,0,350.66,94,47,404.91,Mr. Jonathan Page DDS,M,2019,1,590,625,2021-08-15,350.66
149,44,72018.0,Clothing,817.47,2020-10-20,39,San Antonio,Mobile Payment,0,817.47,57,1,895.51,Kevin Edwards,M,2018,1,443,570,2020-10-20,817.47
150,26,25236.0,Health & Beauty,402.51,2022-01-16,84,Phoenix,Online Transfer,0,402.51,837,24,480.09,Alyssa Rice,F,1997,0,955,672,2022-01-16,402.51
151,55,34357.0,Health & Beauty,471.9,2020-08-07,78,Houston,Mobile Payment,18,386.96,242,12,438.5,Heather Harding,F,2020,0,688,654,2020-08-07,471.9
152,48,23329.0,Home & Kitchen,729.69,2023-05-19,83,Chicago,Cash,0,729.69,282,19,630.72,Kaitlyn Jacobson,F,2011,1,785,749,2023-05-19,729.69
153,44,101978.0,Electronics,231.86,2022-01-13,95,Los Angeles,Credit Card,0,231.86,358,8,263.41,Gregory Atkins,M,1994,0,524,117,2022-01-13,231.86
154,25,128959.0,Groceries,996.47,2022-02-09,75,Chicago,Online Transfer,21,787.21,402,22,1143.26,Victor Solomon,M,2005,0,211,648,2022-02-09,996.47
155,43,148929.0,Books,762.74,2022-10-13,62,Houston,Debit Card,4,732.23,245,48,819.4,Kevin Kim,X,2014,1,359,35,2022-10-13,762.74
156,19,91805.0,Home & Kitchen,979.54,2023-01-11,54,Philadelphia,Mobile Payment,0,979.54,942,12,1157.64,Denise Hanson,F,1991,1,166,122,2023-01-11,979.54
157,18,23604.0,Home & Kitchen,677.56,2021-10-04,63,Chicago,Cash,0,677.56,650,20,645.82,Rodney Carlson,M,1992,1,892,578,2021-10-04,677.56
158,36,136345.0,Health & Beauty,109.2,2022-02-16,100,San Antonio,Cash,0,109.2,389,80,90.33,Kimberly Mitchell,F,1999,1,957,915,2022-02-16,109.2
159,49,95942.0,Groceries,172.03,2022-06-20,61,Dallas,Debit Card,0,172.03,97,61,203.14,Brenda Hays,F,2011,0,575,265,2022-06-20,172.03
160,21,138556.0,Home & Kitchen,915.34,2022-03-11,95,Los Angeles,Debit Card,24,695.66,765,83,829.38,Zachary Martinez,M,1994,0,564,328,2022-03-11,915.34
161,58,126847.0,Electronics,336.85,2021-03-20,46,San Antonio,Cash,0,336.85,102,61,326.92,Thomas Williams,M,2008,0,672,914,2021-03-20,336.85
162,32,51680.0,Books,223.92,2023-01-24,32,San Jose,Mobile Payment,28,161.22,686,14,241.61,Mckenzie White,F,2017,1,238,518,2023-01-24,223.92
163,58,80552.0,Clothing,610.8,2022-09-25,89,Houston,Debit Card,0,610.8,69,83,604.44,Brandi Barker,X,2002,1,190,387,2022-09-25,610.8
